,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
6434,-1,0,0,0.0,0,0,England,Sydney,Mitchell Starc
6435,0.0,0,2,0.0,0,0,England,Perth,Mitchell Starc
6436,12,12,12,100.0,2,0,South Africa,Perth,Mitchell Starc
6437,6,6,6,100.0,1,0,South Africa,Adelaide,Mitchell Starc
6438,0.0,0,1,0.0,0,0,South Africa,Hobart,Mitchell Starc
6439,44.0,44,59,74.57,3,0,West Indies,North Sound,Moeen Ali
6440,10.0,10,16,62.5,1,0,West Indies,North Sound,Moeen Ali
6441,55.0,55,59,93.22,3,1,West Indies,North Sound,Moeen Ali
6442,67.0,67,50,134.0,4,3,India,Birmingham,Moeen Ali
6443,9,9,8,112.5,2,0,India,Leeds,Moeen Ali
6444,119,119,87,136.78,11,5,Sri Lanka,Colombo (RPS),Moeen Ali
6445,2,2,7,28.57,0,0,Sri Lanka,Colombo (RPS),Moeen Ali
6446,58,58,40,145.0,2,5,Sri Lanka,Hambantota,Moeen Ali
6447,19,19,20,95.0,3,0,Sri Lanka,Colombo (RPS),Moeen Ali
6448,4,4,4,100.0,1,0,Sri Lanka,Pallekele,Moeen Ali
6449,34,34,32,106.25,4,2,Sri Lanka,Pallekele,Moeen Ali
6450,0.0,0,1,0.0,0,0,Sri Lanka,Colombo (RPS),Moeen Ali
6451,22,22,21,104.76,2,1,Australia,Sydney,Moeen Ali
6452,8,8,12,66.66,1,0,India,Brisbane,Moeen Ali
6453,46.0,46,48,95.83,3,3,Australia,Hobart,Moeen Ali
6454,17,17,34,50.0,1,0,India,Perth,Moeen Ali
6455,26,26,30,86.66,5,0,Australia,Perth,Moeen Ali
6456,10.0,10,13,76.92,2,0,Australia,Melbourne,Moeen Ali
6457,20.0,20,15,133.33,4,0,New Zealand,Wellington,Moeen Ali
6459,15,15,26,57.69,3,0,Sri Lanka,Wellington,Moeen Ali
6460,19,19,21,90.47,3,0,Bangladesh,Adelaide,Moeen Ali
6461,17,17,18,94.44,3,0,Australia,Southampton,Moeen Ali
6462,8,8,15,53.33,0,0,Australia,Lord's,Moeen Ali
6463,1,1,3,33.33,0,0,Australia,Manchester,Moeen Ali
6464,21*,21,23,91.3,1,1,Australia,Leeds,Moeen Ali
6465,5.0,5,5,100.0,1,0,Australia,Manchester,Moeen Ali
6466,7,7,12,58.33,0,0,Pakistan,Abu Dhabi,Moeen Ali
6467,2*,2,2,100.0,0,0,Pakistan,Abu Dhabi,Moeen Ali
6468,-1,0,0,0.0,0,0,Pakistan,Sharjah,Moeen Ali
6469,4*,4,5,80.0,0,0,Pakistan,Dubai (DSC),Moeen Ali
6470,19,19,15,126.66,2,1,South Africa,Bloemfontein,Moeen Ali
6471,21*,21,15,140.0,3,0,South Africa,Port Elizabeth,Moeen Ali
6472,3,3,9,33.33,0,0,South Africa,Centurion,Moeen Ali
6473,4,4,10,40.0,0,0,South Africa,Johannesburg,Moeen Ali
6474,12,12,17,70.58,1,0,South Africa,Cape Town,Moeen Ali
6475,7,7,10,70.0,1,0,Sri Lanka,Nottingham,Moeen Ali
6476,-1,0,0,0.0,0,0,Sri Lanka,Birmingham,Moeen Ali
6477,2,2,7,28.57,0,0,Sri Lanka,The Oval,Moeen Ali
6478,-1,0,0,0.0,0,0,Pakistan,Southampton,Moeen Ali
6479,21*,21,29,72.41,2,0,Pakistan,Lord's,Moeen Ali
6480,-1,0,0,0.0,0,0,Pakistan,Nottingham,Moeen Ali
6481,45*,45,48,93.75,1,2,Pakistan,Leeds,Moeen Ali
6482,6,6,5,120.0,0,0,Bangladesh,Dhaka,Moeen Ali
6483,4,4,10,40.0,0,0,Bangladesh,Dhaka,Moeen Ali
6484,1,1,3,33.33,0,0,Bangladesh,Chattogram,Moeen Ali
6485,28.0,28,17,164.7,3,1,India,Pune,Moeen Ali
6486,55.0,55,43,127.9,6,0,India,Cuttack,Moeen Ali
6487,2,2,5,40.0,0,0,India,Kolkata,Moeen Ali
6488,31*,31,22,140.9,2,0,West Indies,North Sound,Moeen Ali
6489,3,3,5,60.0,0,0,West Indies,North Sound,Moeen Ali
6490,0.0,0,1,0.0,0,0,West Indies,Bridgetown,Moeen Ali
6491,77*,77,51,150.98,5,5,South Africa,Leeds,Moeen Ali
6492,33,33,19,173.68,5,0,South Africa,Southampton,Moeen Ali
6493,-1,0,0,0.0,0,0,Bangladesh,The Oval,Moeen Ali
6494,12,12,11,109.09,0,1,New Zealand,Cardiff,Moeen Ali
6495,-1,0,0,0.0,0,0,Australia,Birmingham,Moeen Ali
6496,11,11,14,78.57,2,0,Pakistan,Cardiff,Moeen Ali
6497,-1,0,0,0.0,0,0,West Indies,Manchester,Moeen Ali
6498,-1,0,0,0.0,0,0,West Indies,Nottingham,Moeen Ali
6499,102.0,102,57,178.94,7,8,West Indies,Bristol,Moeen Ali
6500,48*,48,25,192.0,6,2,West Indies,The Oval,Moeen Ali
6501,-1,0,0,0.0,0,0,West Indies,Southampton,Moeen Ali
6502,5*,5,4,125.0,1,0,Australia,Melbourne,Moeen Ali
6503,1,1,2,50.0,0,0,Australia,Brisbane,Moeen Ali
6504,6,6,12,50.0,0,0,Australia,Sydney,Moeen Ali
6505,33,33,50,66.0,3,0,Australia,Adelaide,Moeen Ali
6506,6,6,12,50.0,0,0,Australia,Perth,Moeen Ali
6507,28.0,28,26,107.69,4,1,New Zealand,Hamilton,Moeen Ali
6508,-1,0,0,0.0,0,0,New Zealand,Mount Maunganui,Moeen Ali
6509,23,23,19,121.05,2,0,New Zealand,Wellington,Moeen Ali
6510,3,3,10,30.0,0,0,New Zealand,Dunedin,Moeen Ali
6511,-1,0,0,0.0,0,0,New Zealand,Christchurch,Moeen Ali
6513,17,17,17,100.0,3,0,Australia,The Oval,Moeen Ali
6514,8,8,6,133.33,1,0,Australia,Cardiff,Moeen Ali
6515,11,11,9,122.22,0,0,Australia,Nottingham,Moeen Ali
6516,-1,0,0,0.0,0,0,Australia,Chester-le-Street,Moeen Ali
6517,16,16,31,51.61,0,0,Australia,Manchester,Moeen Ali
6518,24.0,24,23,104.34,2,1,India,Nottingham,Moeen Ali
6519,13,13,16,81.25,1,0,India,Lord's,Moeen Ali
6520,-1,0,0,0.0,0,0,India,Leeds,Moeen Ali
6521,-1,0,0,0.0,0,0,Sri Lanka,Dambulla,Moeen Ali
6522,0.0,0,1,0.0,0,0,Sri Lanka,Dambulla,Moeen Ali
6523,-1,0,0,0.0,0,0,Sri Lanka,Pallekele,Moeen Ali
6524,-1,0,0,0.0,0,0,Sri Lanka,Pallekele,Moeen Ali
6525,37,37,37,100.0,5,1,Sri Lanka,Colombo (RPS),Moeen Ali
6526,-1,0,0,0.0,0,0,West Indies,Bridgetown,Moeen Ali
6527,12,12,14,85.71,0,0,West Indies,Bridgetown,Moeen Ali
6528,-1,0,0,0.0,0,0,West Indies,St George's,Moeen Ali
6529,0*,0,1,0.0,0,0,West Indies,St George's,Moeen Ali
6530,12,12,25,48.0,1,0,West Indies,Gros Islet,Moeen Ali
6531,-1,0,0,0.0,0,0,Pakistan,Southampton,Moeen Ali
6532,46*,46,36,127.77,4,3,Pakistan,Bristol,Moeen Ali
6533,0.0,0,3,0.0,0,0,Pakistan,Nottingham,Moeen Ali
6534,-1,0,0,0.0,0,0,Pakistan,Leeds,Moeen Ali
6536,50.0,50,103,48.54,3,0,Sri Lanka,Sharjah,Mohammad Hafeez
6539,53,53,114,46.49,2,0,Sri Lanka,Dambulla,Mohammad Hafeez
6540,0.0,0,4,0.0,0,0,New Zealand,Dambulla,Mohammad Hafeez
6541,20.0,20,38,52.63,1,1,Sri Lanka,Dambulla,Mohammad Hafeez
6542,3,3,11,27.27,0,0,New Zealand,Dambulla,Mohammad Hafeez
6543,0.0,0,4,0.0,0,0,New Zealand,Dambulla,Mohammad Hafeez
6544,69,69,112,61.6,8,0,England,Manchester,Mohammad Hafeez
6545,14,14,27,51.85,2,0,England,The Oval,Mohammad Hafeez
6546,19,19,41,46.34,3,0,England,Lord's,Mohammad Hafeez
6547,27,27,31,87.09,6,0,Bangladesh,Multan,Mohammad Hafeez
6548,26,26,36,72.22,4,0,Bangladesh,Faisalabad,Mohammad Hafeez
6549,2,2,17,11.76,0,0,Bangladesh,Lahore,Mohammad Hafeez
6550,9,9,25,36.0,2,0,Bangladesh,Rawalpindi,Mohammad Hafeez
6551,44.0,44,64,68.75,7,0,Bangladesh,Karachi,Mohammad Hafeez
6552,5.0,5,17,29.41,1,0,South Africa,Lahore,Mohammad Hafeez
6553,7,7,19,36.84,1,0,South Africa,Lahore,Mohammad Hafeez
6554,20.0,20,42,47.61,3,0,South Africa,Faisalabad,Mohammad Hafeez
6555,1,1,20,5.0,0,0,South Africa,Rawalpindi,Mohammad Hafeez
6556,0.0,0,2,0.0,0,0,South Africa,Rawalpindi,Mohammad Hafeez
6557,0.0,0,9,0.0,0,0,Australia,Hobart,Mohammad Hafeez
6558,2,2,9,22.22,0,0,West Indies,Brisbane,Mohammad Hafeez
6559,13,13,36,36.11,0,0,Australia,Sydney,Mohammad Hafeez
6560,41,41,41,100.0,6,0,West Indies,Adelaide,Mohammad Hafeez
6561,13,13,39,33.33,2,0,Australia,Melbourne,Mohammad Hafeez
6562,6,6,25,24.0,1,0,Australia,Sydney,Mohammad Hafeez
6563,42.0,42,75,56.0,1,2,India,Kochi,Mohammad Hafeez
6564,7,7,7,100.0,1,0,India,Visakhapatnam,Mohammad Hafeez
6565,18*,18,23,78.26,3,0,England,Cardiff,Mohammad Hafeez
6566,1,1,5,20.0,0,0,England,Lord's,Mohammad Hafeez
6567,20.0,20,19,105.26,2,1,England,Southampton,Mohammad Hafeez
6568,8,8,8,100.0,2,0,England,Nottingham,Mohammad Hafeez
6569,18,18,43,41.86,3,0,England,Birmingham,Mohammad Hafeez
6570,22,22,15,146.66,3,0,Sri Lanka,Jaipur,Mohammad Hafeez
6571,43,43,46,93.47,8,0,New Zealand,Mohali,Mohammad Hafeez
6572,1,1,5,20.0,0,0,South Africa,Mohali,Mohammad Hafeez
6573,0.0,0,1,0.0,0,0,West Indies,Faisalabad,Mohammad Hafeez
6574,31,31,43,72.09,2,1,West Indies,Lahore,Mohammad Hafeez
6575,1,1,7,14.28,0,0,West Indies,Multan,Mohammad Hafeez
6576,92.0,92,111,82.88,5,2,West Indies,Karachi,Mohammad Hafeez
6577,21,21,17,123.52,3,0,South Africa,Centurion,Mohammad Hafeez
6578,0.0,0,6,0.0,0,0,South Africa,Johannesburg,Mohammad Hafeez
6579,11,11,28,39.28,2,0,West Indies,Kingston,Mohammad Hafeez
6581,34,34,43,79.06,7,0,Sri Lanka,Abu Dhabi,Mohammad Hafeez
6582,6,6,24,25.0,0,0,South Africa,Lahore,Mohammad Hafeez
6583,30.0,30,42,71.42,4,0,England,Chester-le-Street,Mohammad Hafeez
6584,43,43,68,63.23,5,0,England,Leeds,Mohammad Hafeez
6585,1,1,3,33.33,0,0,England,The Oval,Mohammad Hafeez
6586,64.0,64,100,64.0,5,1,England,Lord's,Mohammad Hafeez
6587,29,29,42,69.04,5,0,England,Southampton,Mohammad Hafeez
6588,68.0,68,84,80.95,7,0,South Africa,Abu Dhabi,Mohammad Hafeez
6589,30.0,30,42,71.42,3,0,South Africa,Abu Dhabi,Mohammad Hafeez
6590,4,4,15,26.66,0,0,South Africa,Dubai (DSC),Mohammad Hafeez
6591,42.0,42,29,144.82,5,0,South Africa,Dubai (DSC),Mohammad Hafeez
6592,59,59,58,101.72,7,0,South Africa,Dubai (DSC),Mohammad Hafeez
6593,0.0,0,9,0.0,0,0,New Zealand,Wellington,Mohammad Hafeez
6594,4*,4,11,36.36,0,0,New Zealand,Queenstown,Mohammad Hafeez
6595,115.0,115,144,79.86,12,2,New Zealand,Christchurch,Mohammad Hafeez
6596,12,12,23,52.17,2,0,New Zealand,Napier,Mohammad Hafeez
6597,14,14,20,70.0,2,0,New Zealand,Hamilton,Mohammad Hafeez
6598,21,21,15,140.0,2,1,New Zealand,Auckland,Mohammad Hafeez
6600,32.0,32,31,103.22,4,1,Sri Lanka,Colombo (RPS),Mohammad Hafeez
6602,5.0,5,6,83.33,1,0,New Zealand,Pallekele,Mohammad Hafeez
6604,5.0,5,8,62.5,1,0,Australia,Colombo (RPS),Mohammad Hafeez
6605,61*,61,64,95.31,10,0,West Indies,Dhaka,Mohammad Hafeez
6606,43,43,59,72.88,7,0,India,Mohali,Mohammad Hafeez
6607,54.0,54,45,120.0,7,1,West Indies,Gros Islet,Mohammad Hafeez
6608,32.0,32,51,62.74,1,1,West Indies,Gros Islet,Mohammad Hafeez
6609,5.0,5,9,55.55,1,0,West Indies,Bridgetown,Mohammad Hafeez
6610,121,121,138,87.68,7,3,West Indies,Bridgetown,Mohammad Hafeez
6611,55.0,55,83,66.26,6,0,West Indies,Providence,Mohammad Hafeez
